pharos_index,AccessionKeys,Gene_Name,novelty,idgTDL_Tbio,idgTDL_Tchem,idgTDL_Tclin,idgTDL_Tdark,monoclonalCount,antibodyCount,ppiCount,hpm_prot_spec,hpm_gene_spec,hpa_RNA_spec,hpa_prot_spec,GTEx_spec,uniprot_seq_len
243,Q96QS3,ARX,-2.212549444,1,0,0,0,148,328,,0.768966,0.768966,1,,1,562
244,Q8WWY3,PRPF31,-1.843967221,1,0,0,0,9,216,11,0.482759,0.482759,0.491667,0.079812,0.48125,499
245,A1KZ92,PXDNL,-1.107530284,1,0,0,0,0,0,,0.862069,0.862069,0.980556,,0.985417,1463
246,Q9Y5V0,ZNF706,-0.821864068,0,0,0,1,0,32,1,0.786207,0.786207,0.472222,,0.516667,76
247,P29803,PDHA2,-1.119240184,1,0,0,0,2,89,1,0.465517,0.465517,1,0.995885,1,388
248,Q96R48,OR2A5,0.602059991,0,0,0,1,0,65,,1,1,0,,0.991667,311
249,Q9BTU6,PI4K2A,-2.880028577,1,0,0,0,9,146,15,0.534483,0.534483,0.519444,0.726667,0.504167,479
250,Q9Y676,MRPS18B,-0.677925453,0,0,0,1,2,45,47,0.503448,0.503448,0.477778,0.157658,0.470833,258
251,Q9BU64,CENPO,-0.67551763,1,0,0,0,2,124,5,,,0.638889,,0.60625,300
252,Q9Y679,AUP1,-1.004423724,1,0,0,0,3,142,5,0.534483,0.534483,0.544444,0.303483,0.516667,476
253,Q86WZ6,ZNF227,0.301029996,0,0,0,1,0,110,2,0.617241,0.617241,0.544444,,0.5625,799
254,Q9Y678,COPG1,-1.708294458,1,0,0,0,0,89,11,0.465517,0.465517,0.508333,0.231982,0.595833,874
255,Q9Y673,ALG5,-1.030475155,1,0,0,0,2,116,2,0.482759,0.482759,0.522222,0.407143,0.547917,324
256,Q9Y5V3,MAGED1,-1.551309908,1,0,0,0,40,245,,0.57931,0.57931,0.736111,,0.641667,778
257,Q9Y672,ALG6,-1.412558785,1,0,0,0,21,76,8,0.672414,0.672414,0.505556,,0.654167,507
258,Q9BU68,PRR15L,0.84509804,0,0,0,1,2,68,,0.975862,0.975862,0.919444,0.353604,0.9625,103
259,Q9Y675,SNURF,-1.051250928,1,0,0,0,0,12,,,,0.997222,,0.870833,71
260,S4R3P1,MTRNR2L13,,0,0,0,1,0,0,,,,0.861111,,1,24
261,Q9UKM9,RALY,-1.122629288,1,0,0,0,5,176,,0.482759,0.482759,0.491667,0.098174,0.572917,306
262,Q9NWZ3,IRAK4,-2.288200361,0,1,0,0,136,610,3,0.672414,0.672414,0.538889,,0.654167,460
263,Q9UKM7,MAN1B1,-1.804177255,0,1,0,0,47,91,,0.617241,0.617241,0.508333,0.483796,0.516667,699
264,Q9NWZ5,UCKL1,-0.159700844,0,0,0,1,28,110,,0.786207,0.768966,0.491667,0.62037,0.641667,548
265,Q9BU61,NDUFAF3,-2.163711338,0,0,1,0,0,56,2,0.503448,0.503448,0.697222,0.222973,0.870833,184
266,Q9NWZ8,GEMIN8,-0.230752945,0,0,0,1,33,96,7,0.844828,0.844828,0.538889,,0.545833,242
267,Q5BKT4,ALG10,-1.324297437,1,0,0,0,2,70,,0.693103,0.693103,0.519444,0.438356,0.814583,473
268,Q8WWX8,SLC5A11,-1.762499995,0,1,0,0,0,82,1,,,0.966667,,0.975,675
269,Q99996,AKAP9,-2.225541431,1,0,0,0,28,142,2,0.52069,0.52069,0.522222,0.353881,0.629167,3911
270,Q8WX93,PALLD,-2.730015659,1,0,0,0,43,164,,0.52069,0.52069,0.888889,0.849537,0.885417,1383
271,Q96R30,OR2V2,,0,0,0,1,0,58,,,,1,,0.997917,315
272,Q8WX94,NLRP7,-1.63950599,1,0,0,0,2,84,,0.710345,0.710345,1,,1,980
273,Q6R2W3,ZBED9,-0.986522937,0,0,0,1,0,50,,0.937931,,0.966667,,0.985417,1325
274,Q8WX92,NELFB,-1.160404187,1,0,0,0,39,158,,,0.465517,0.488889,0.337838,0.458333,580
275,Q96QR1,SCGB3A1,-1.45748292,1,0,0,0,17,100,5,1,1,0.966667,,0.997917,104
276,Q9Y680,FKBP7,-1.419654242,1,0,0,0,3,112,,0.62069,0.62069,0.844444,0.611872,0.835417,259
277,Q96QR8,PURB,-1.496923836,1,0,0,0,0,79,,0.465517,0.465517,0.533333,,0.5625,312
278,Q99999,GAL3ST1,-1.200300995,1,0,0,0,20,113,6,0.975862,0.975862,0.95,0.753472,0.939583,423
279,Q8WWX9,SELENOM,-1.51502191,0,0,0,1,0,0,,0.748276,,0.752778,0.491111,0.835417,145
280,A6NDL7,METTL21EP,,0,0,0,1,0,0,,,,,,,271
281,A8MVZ5,BTNL10,,0,0,0,1,0,0,,,0.996552,,,,291
282,A6NDL8,OR6C68,,0,0,0,1,0,49,,,,1,,0,312
283,Q9Y5W8,SNX13,-0.671694314,1,0,0,0,2,65,,0.768966,0.768966,0.530556,,0.527083,968
284,Q9Y5W7,SNX14,-0.86090814,1,0,0,0,2,56,,0.844828,0.844828,0.547222,0.60274,0.5625,946
285,Q9BTT4,MED10,-1.381709394,0,0,0,1,2,16,35,0.882759,0.882759,0.472222,,0.516667,135
286,Q6GTX8,LAIR1,-1.747603339,1,0,0,0,278,487,,,0.844828,0.895833,0.925926,0.916667,287
287,Q9UKN1,MUC12,-1.017441097,1,0,0,0,5,60,,0.958621,0.958621,0.997222,0.986667,1,5478
288,Q496A3,SPATS1,-1.082298656,1,0,0,0,2,86,,1,1,0.997222,0.948718,1,300
289,Q9Y5W9,SNX11,-0.22184875,0,0,0,1,6,111,8,0.882759,0.882759,0.522222,0.59589,0.539583,270
290,Q9Y689,ARL5A,-1.273065308,1,0,0,0,17,53,,0.937931,0.786207,0.505556,0.490991,0.527083,179
291,Q9UKN7,MYO15A,-1.640936313,1,0,0,0,4,15,,0.786207,0.786207,0.927083,1,1,3530
292,Q9Y5W3,KLF2,-2.306303822,1,0,0,0,96,308,,0.882759,0.882759,0.811111,0.427928,0.825,355
293,Q9UKN5,PRDM4,-0.879177835,1,0,0,0,82,221,,1,1,0.661111,0.666667,0.527083,801
294,Q9BTT6,LRRC1,-1.155097747,1,0,0,0,0,73,,0.596552,0.596552,0.694444,0.605023,0.745833,524
295,Q6YHK3,CD109,-1.858169406,1,0,0,0,81,239,,0.655172,0.655172,1,0.986667,0.9625,1445
296,Q9Y5W5,WIF1,-2.112840863,1,0,0,0,86,350,2,1,1,1,0.816667,0.939583,379
297,Q8WWX0,ASB5,0.033934491,0,0,0,1,18,75,,,,0.980556,,1,329
298,Q99990,VGLL1,-1.249885657,1,0,0,0,10,91,,1,1,1,1,0.975,258
299,Q9UKN8,GTF3C4,-0.653212518,0,0,0,1,0,122,18,0.596552,0.596552,0.538889,,0.654167,822
300,Q9BTT0,ANP32E,-0.820343037,1,0,0,0,3,97,,0.465517,0.465517,0.508333,0.195946,0.7,268
301,Q99986,VRK1,-2.052668246,1,0,0,0,41,168,1,0.631034,0.631034,0.844444,0.76,0.975,396
302,Q99985,SEMA3C,-1.952986567,1,0,0,0,40,184,9,0.958621,0.958621,0.827778,,0.802083,751
303,Q01740,FMO1,-1.562277968,1,0,0,0,0,53,2,0.786207,0.786207,1,,0.929167,532
304,Q99983,OMD,-2.367489057,1,0,0,0,29,121,4,0.913793,0.913793,0.811111,,0.947917,421
305,Q8WWW0,RASSF5,-1.811492241,1,0,0,0,50,155,,0.57931,0.57931,0.875,0.331019,,418
306,Q9Y691,KCNMB2,1.278753601,1,0,0,0,52,191,,0.975862,0.975862,0.980556,,0.916667,235
307,Q9Y5X1,SNX9,-2.002790166,1,0,0,0,97,241,12,0.465517,0.465517,0.508333,0.351111,0.733333,595
308,Q86WZ0,HEATR4,0.903089987,0,0,0,1,0,40,,0.693103,0.693103,0.997222,,0.985417,1026
309,Q9Y5X0,SNX10,-1.131834725,1,0,0,0,15,72,,0.975862,0.975862,0.875,0.483333,0.847917,201
310,Q9Y693,LHFPL6,-0.470536728,0,0,0,1,2,66,,0.9,,0.752778,0.956081,0.825,200
311,Q9Y5X3,SNX5,-1.237059663,1,0,0,0,4,141,,0.465517,0.465517,0.522222,0.640476,0.5625,404
312,Q9Y692,GMEB1,-0.758407204,1,0,0,0,37,104,4,0.806897,0.806897,0.527778,0.25463,0.63125,573
313,Q5XKP0,C19orf70,-1.22342985,1,0,0,0,0,18,,0.503448,0.503448,0.491667,0.520548,0.48125,118
314,Q9Y5X2,SNX8,-1.389310246,1,0,0,0,63,152,4,0.627586,0.627586,0.658333,0.541667,0.870833,465
315,Q96R27,OR2M4,0.954242509,0,0,0,1,2,19,,1,1,1,,0.9375,311
316,Q8WWW8,GAB3,-0.781824158,1,0,0,0,4,104,,0.996552,0.996552,0.697222,0.662162,0.904167,586
317,Q99988,GDF15,-2.843435706,1,0,0,0,117,702,,0.9,0.9,0.91358,0.946667,0.997917,308
318,Q96R28,OR2M2,,0,0,0,1,0,61,,,,0,,1,347
319,Q9Y5X9,LIPG,-2.285302336,0,1,0,0,398,712,19,0.996552,0.996552,0.997222,,0.997917,500
320,Q9Y698,CACNG2,-1.922033218,1,0,0,0,74,173,17,0.975862,0.975862,1,,0.9625,323
321,Q9UL03,INTS6,-2.072404848,1,0,0,0,23,80,2,0.672414,0.672414,0.766667,0.291667,0.660417,887
322,Q86X95,CIR1,-0.308208579,0,0,0,1,29,91,9,0.958621,0.958621,0.505556,0.488426,0.489583,450
323,Q9UL01,DSE,-2.571115561,1,0,0,0,10,44,,0.52069,0.52069,0.611111,,0.825,958
324,Q9Y5X5,NPFFR2,-1.638031292,0,1,0,0,2,161,1,0.996552,0.996552,0.980556,,0.870833,522
325,Q86WX3,RPS19BP1,-1.709976302,1,0,0,0,0,84,9,0.862069,0.862069,0.472222,,0.458333,136
326,Q9Y694,SLC22A7,-2.146732647,1,0,0,0,2,76,,1,1,0.997222,0.973333,0.997917,548
327,Q9Y5X4,NR2E3,,1,0,0,0,51,261,,1,1,0.866667,,,410
328,Q9Y697,NFS1,-1.702670059,1,0,0,0,22,131,,0.534483,0.52069,0.519444,0.344444,0.48125,457
329,Q9Y696,CLIC4,-1.817125615,1,0,0,0,15,221,5,0.465517,0.465517,0.766667,0.927928,0.860417,253
330,P54803,GALC,-2.56923501,1,0,0,0,11,143,,0.57931,0.57931,0.583333,0.680365,0.539583,685
331,Q9BU40,CHRDL1,-1.997425764,1,0,0,0,56,191,6,0.975862,0.975862,0.930556,0.727053,0.870833,450
332,P54802,NAGLU,-2.186486396,1,0,0,0,25,64,,0.617241,0.617241,0.469444,0.866667,0.658333,743
333,Q96QP1,ALPK1,-0.903671253,1,0,0,0,2,64,1,0.786207,0.786207,0.524691,0.533333,0.7,1244
334,Q8WWV6,FCAMR,-0.942755846,1,0,0,0,16,36,,,,0.980556,0.902222,0.997917,532
335,Q8WWV3,RTN4IP1,-1.698783732,1,0,0,0,36,145,2,0.627586,0.627586,0.505556,0.422374,0.489583,396
336,Q99973,TEP1,-1.744919833,1,0,0,0,0,71,,0.558621,0.558621,0.638889,,0.6875,2627
337,P17812,CTPS1,-2.293487895,1,0,0,0,10,107,,0.482759,0.482759,0.752778,0.625,0.847917,591
338,P17813,ENG,-3.10481511,1,0,0,0,999,1622,,0.617241,0.617241,0.736111,0.982222,0.847917,658
339,Q00403,GTF2B,-2.633024486,1,0,0,0,111,286,13,0.627586,0.627586,0.508333,0.394144,0.504167,316
340,Q99972,MYOC,-2.659157469,1,0,0,0,43,169,,0.975862,0.975862,0.934028,0.773333,0.929167,504
341,Q9Y5Y2,NUBP2,-1.469501139,1,0,0,0,3,59,,0.465517,0.465517,0.455556,,0.470833,271
342,A6NDN3,GOLGA6B,,0,0,0,1,0,75,,0.882759,0.882759,0.997222,0.975309,1,693
343,Q9Y5Y4,PTGDR2,-2.384408679,0,1,0,0,167,439,,1,1,0.902778,,0.814583,395
344,Q9Y5Y3,GPR45,-0.938633182,1,0,0,0,2,120,,,,0.997222,,0.883333,372
345,A6NDN8,,0.84509804,0,0,0,1,0,0,,,,,,,102
346,Q8WX77,IGFBPL1,-0.514786072,1,0,0,0,0,39,,0.996552,0.996552,1,,0.929167,278
347,Q9Y5Y0,FLVCR1,-1.544599446,1,0,0,0,23,139,,0.958621,0.958621,0.794444,0.643519,0.7,555
348,P04554,PRM2,-2.038171857,1,0,0,0,1,37,39,0.996552,0.996552,1,1,1,102
349,Q9Y624,F11R,-2.567386624,1,0,0,0,215,394,,0.503448,0.503448,0.622222,0.585586,0.870833,299
350,Q9Y623,MYH4,-1.812137618,1,0,0,0,5,52,,0.465517,0.465517,1,0.985915,1,1939
351,Q9Y5Q3,MAFB,-2.016545571,1,0,0,0,75,191,,1,1,1,0.664352,0.947917,323
352,A6NE01,FAM186A,0.477121255,0,0,0,1,0,5,,0.975862,0.975862,1,,1,2351
353,A6NE02,BTBD17,0.698970004,0,0,0,1,2,61,,0.958621,0.958621,1,0.923913,0.883333,478
354,Q9Y5Q0,FADS3,-1.154877826,1,0,0,0,16,117,17,0.958621,0.958621,0.875,0.801802,0.833333,445
355,Q9Y620,RAD54B,-1.411733449,1,0,0,0,23,153,,0.975862,,0.563889,,0.870833,910
356,Q9Y5Q9,GTF3C3,0.104440183,0,0,0,1,37,197,6,0.672414,0.596552,0.519444,,0.604167,886
357,Q9BTZ2,DHRS4,-1.654863775,1,0,0,0,2,122,,0.465517,0.465517,0.752778,,0.585417,278
358,Q9UKH3,ERVK-9,,0,0,0,1,0,0,,,,,,,698
359,Q9Y5Q6,INSL5,-1.42310893,1,0,0,0,0,46,52,0.996552,0.996552,0.997222,0.986301,0.870833,135
360,Q9NX61,TMEM161A,0.218843238,0,0,0,1,0,102,,0.882759,0.844828,0.488889,0.553991,0.572917,479
361,Q9Y625,GPC6,-1.335598833,1,0,0,0,22,125,,0.62069,0.62069,0.827778,0.468037,0.8875,555
362,Q9NWU1,OXSM,-1.829089382,1,0,0,0,60,127,,0.52069,0.52069,0.486111,0.253333,0.572917,459
363,Q9Y5Q5,CORIN,-2.144431785,1,0,0,0,50,221,,0.975862,0.975862,0.966667,,0.975,1042
364,Q9Y5Q8,GTF3C5,-0.175401355,0,0,0,1,20,147,,0.558621,0.558621,0.475,0.146667,0.60625,519
365,Q9NX62,IMPAD1,-0.786059443,0,0,0,1,2,79,9,0.558621,0.558621,0.538889,0.26484,0.504167,359
366,Q9NWU2,GID8,-0.78882161,1,0,0,0,3,123,,0.465517,0.465517,0.505556,0.363426,0.61875,228
367,Q9NX63,CHCHD3,-1.167140727,1,0,0,0,52,178,,0.465517,0.465517,0.522222,0.08216,0.585417,227
368,Q9NWU5,MRPL22,0.698970004,0,0,0,1,2,64,,0.482759,0.482759,0.475,,0.470833,206
369,Q9NX65,ZSCAN32,-0.169142402,0,0,0,1,6,82,27,0.996552,0.996552,0.530556,,0.539583,697
370,Q3KRA6,C2orf76,-0.469822017,0,0,0,1,0,36,,0.810345,0.810345,0.583333,,0.516667,126
371,Q96R84,OR1F2P,,0,0,0,1,0,0,,,,,,,312
372,A4D1F6,LRRD1,,0,0,0,1,0,0,,0.882759,0.882759,1,,1,860
373,Q01726,MC1R,-2.900136428,0,0,1,0,23,194,,1,1,0.808333,,0.916667,317
374,Q86XA0,METTL23,-0.176091257,0,0,0,1,0,6,,1,1,0.508333,,0.61875,190
375,F8WFD2,NPIPA3,,0,0,0,1,0,1,,,,0.833333,0.328704,0.825,350
376,Q9Y5R2,MMP24,-1.382821677,1,0,0,0,38,147,,0.996552,0.996552,0.919444,,0.997917,645
377,Q9Y5R5,DMRT2,-1.3831668,0,0,0,1,0,50,,0.862069,0.862069,1,,0.975,561
378,Q9Y5R4,HEMK1,-1.218360429,1,0,0,0,2,126,,,,0.508333,,0.733333,338
379,Q9BTY7,HGH1,,0,0,0,1,5,119,,0.558621,,0.70679,0.342466,0.527083,390
380,Q9UKI2,CDC42EP3,-1.576379156,1,0,0,0,2,124,1,0.9,0.9,0.888889,0.257991,0.802083,254
381,P30837,ALDH1B1,-1.730337647,1,0,0,0,7,194,3,0.465517,0.465517,0.844444,0.335586,0.939583,517
382,Q9BTY2,FUCA2,-1.52924562,0,1,0,0,68,227,8,0.558621,0.558621,0.625,,0.677083,467
383,Q5BKX5,C19orf54,,0,0,0,1,0,50,4,,,0.516667,0.631757,0.654167,351
384,Q5BKX6,SLC45A4,0.301029996,0,0,0,1,3,12,,1,1,0.747222,,0.791667,768
385,A4D1E1,ZNF804B,-0.100753353,0,0,0,1,0,14,,0.9,0.9,1,,1,1349
386,Q9UKI3,VPREB3,-0.737154759,1,0,0,0,13,71,1,1,1,0.95,0.958333,0.985417,123
387,Q9NX70,MED29,-1.760527338,1,0,0,0,3,45,,0.806897,0.806897,0.536111,,0.539583,200
388,Q9Y5R6,DMRT1,-2.312685118,1,0,0,0,56,197,,0.810345,0.810345,1,0.979167,1,373
389,Q9UKI9,POU2F3,-2.508130059,1,0,0,0,6,96,,0.862069,0.844828,0.997222,0.957143,0.997917,436
390,Q9UKI8,TLK1,-1.252353006,0,1,0,0,11,305,,0.52069,0.52069,0.563889,0.028169,0.54375,766
391,Q9Y639,NPTN,-2.310752426,1,0,0,0,36,201,,0.482759,0.482759,0.583333,0.533784,0.572917,398
392,Q9NWV4,C1orf123,-0.096910013,0,0,0,1,0,42,4,0.465517,0.465517,0.508333,,0.527083,160
393,Q9Y5R8,TRAPPC1,-0.685243976,0,0,0,1,2,46,15,0.558621,0.558621,0.491667,0.593333,0.48125,145
394,Q9NX74,DUS2,-0.881764945,1,0,0,0,1,109,1,0.768966,,0.716667,0.655405,0.814583,493
395,Q5BKX8,CAVIN4,-1.434739939,1,0,0,0,3,70,,0.9,,0.997222,0.986486,1,364
396,Q9NX76,CMTM6,-0.569503954,0,0,0,1,2,85,,0.710345,0.710345,0.644444,0.54955,0.677083,183
397,Q9NX77,ERVK13-1,,0,0,0,1,0,0,,,,,,,482
398,Q9NX78,TMEM260,-0.199572353,0,0,0,1,0,37,6,0.937931,,0.930556,,0.572917,707
399,A4D1E9,GTPBP10,-0.238990538,0,0,0,1,0,121,1,0.882759,0.813793,0.480556,0.514286,0.48125,387
400,Q9NWV8,BABAM1,-1.205568353,1,0,0,0,39,162,8,0.465517,0.465517,0.475,0.307432,0.458333,329
401,Q96QV6,HIST1H2AA,-0.844797582,1,0,0,0,8,69,,0.465517,0.465517,1,0.341564,1,131
402,Q01718,MC2R,-2.226401498,0,0,1,0,3,223,,1,1,1,,1,297
403,P30838,ALDH3A1,-2.126244159,0,1,0,0,31,310,9,0.482759,0.482759,0.980556,0.864865,1,453
404,A6NDP7,MYADML2,,0,0,0,1,0,19,,1,1,1,,1,307
405,Q9Y644,RFNG,-0.37913278,0,0,0,1,19,92,,0.996552,0.996552,0.536111,,0.54375,331
406,Q9BTX7,TTPAL,0.706795342,0,0,0,1,0,52,,0.9,0.9,0.533333,,0.745833,342
407,Q9Y646,CPQ,-2.517831288,1,0,0,0,2,81,,0.503448,0.503448,0.875,0.932432,0.825,472
408,A6NE21,FAM90A18P,,0,0,0,1,0,0,,,,,,,464
409,Q9UKJ3,GPATCH8,-0.138302697,1,0,0,0,0,20,,0.631034,0.631034,0.566667,0.034722,0.7,1502
410,Q9Y5S2,CDC42BPB,-0.596175686,1,0,0,0,37,111,,0.503448,0.503448,0.566667,0.502315,0.527083,1711
411,Q9UKJ1,PILRA,-1.072997865,1,0,0,0,44,105,10,0.996552,0.996552,0.888889,0.770833,0.9625,303
412,Q9UKJ0,PILRB,-0.590575468,0,0,0,1,3,79,1,1,1,0.569444,0.520833,0.733333,227
413,P16519,PCSK2,-2.002475572,0,1,0,0,16,132,,0.975862,0.975862,0.930556,0.974359,0.814583,638
414,Q9Y5S1,TRPV2,-2.285252914,0,1,0,0,2,203,,0.672414,0.672414,0.811111,,0.870833,764
415,P30825,SLC7A1,-2.714845669,1,0,0,0,29,143,49,0.882759,0.882759,0.675,0.685185,0.825,629
416,Q9BTX1,NDC1,-0.66900679,1,0,0,0,2,46,,0.693103,,0.536111,0.795775,0.772917,674
417,Q9UKJ5,CHIC2,-2.127095869,1,0,0,0,2,97,,0.844828,0.844828,0.625,,0.677083,165
418,Q9NWW0,HCFC1R1,,1,0,0,0,0,78,2,0.996552,0.996552,0.675,0.673516,0.654167,138
419,Q96R72,OR4K3,,0,0,0,1,0,0,,,,,,,315
420,Q96QV1,HHIP,-1.835262399,1,0,0,0,45,193,,0.558621,0.558621,0.95,,0.870833,700
421,Q9Y5S8,NOX1,-2.591878803,0,1,0,0,2,233,3,0.882759,0.882759,0.997222,,1,564
422,Q9BTX3,TMEM208,-0.096910013,0,0,0,1,2,18,8,0.844828,0.844828,0.522222,0.579909,0.489583,173
423,Q9UKJ8,ADAM21,-0.764185039,0,0,0,1,2,28,25,0.975862,0.975862,1,,1,722
424,Q9NWW5,CLN6,-1.873572451,1,0,0,0,3,103,,0.617241,0.617241,0.502778,0.756757,0.516667,311
425,Q9Y5S9,RBM8A,-3.164480644,1,0,0,0,38,94,,0.482759,0.482759,0.491667,0.173516,,174
426,Q96R67,OR4C12,0.306633874,0,0,0,1,0,74,,,,0,,0,309
427,Q9NWW6,NMRK1,-0.849385289,1,0,0,0,22,143,,0.482759,0.482759,0.622222,0.650463,0.595833,199
428,Q9NWW7,C2orf42,0.954242509,0,0,0,1,0,69,,0.958621,0.958621,0.980556,0.983539,0.939583,574
429,Q96QU6,ACCS,-2.316018702,1,0,0,0,27,154,,0.937931,0.937931,0.547222,0.468037,0.733333,501
430,P16520,GNB3,-2.348361516,1,0,0,0,19,161,2,0.465517,0.465517,0.713889,0.687215,0.947917,340
431,Q149M9,NWD1,0.079181246,0,0,0,1,0,3,,0.710345,0.710345,0.966667,,0.870833,1564
432,P17844,DDX5,-2.08565843,1,0,0,0,32,344,,0.465517,0.465517,0.583333,0.162162,0.658333,614
433,Q96R69,OR4F4,,0,0,0,1,0,45,,,,0,,0,305
434,Q9NWW9,HRASLS2,-0.192992012,1,0,0,0,2,72,,0.937931,0.937931,0.980556,0.702703,0.975,162
435,Q96QU8,XPO6,-1.539798187,1,0,0,0,0,29,,0.786207,0.786207,0.544444,,0.710417,1125
436,Q5BKU9,OXLD1,,0,0,0,1,0,6,32,0.913793,0.913793,0.616667,,0.491667,147
437,Q96QU4,FRG2B,-1.378700616,1,0,0,0,0,88,,,,0.997222,,0.9625,278
438,Q9Y5T5,USP16,-0.670941288,1,0,0,0,19,248,3,0.672414,0.672414,0.488889,0.600939,0.504167,823
439,Q9Y5T4,DNAJC15,-1.670158695,1,0,0,0,7,31,,0.975862,0.975862,0.536111,,0.572917,150
440,Q9Y657,SPIN1,-2.02986986,1,0,0,0,3,128,8,0.672414,0.672414,0.7,,0.5625,262
441,Q9Y651,SOX21,-1.471984431,1,0,0,0,31,106,,0.996552,0.996552,0.966667,0.945946,0.870833,276
442,Q9UKK3,PARP4,-1.455032162,0,1,0,0,46,123,,0.534483,0.534483,0.522222,0.509132,0.6875,1724
443,Q9Y653,ADGRG1,-1.946008193,1,0,0,0,24,182,,0.810345,,0.875,,0.733333,693
444,Q9BU89,DOHH,-1.340137116,1,0,0,0,3,26,3,0.727586,0.727586,0.797222,0.387387,0.539583,302
445,Q9BTW9,TBCD,-1.719962102,1,0,0,0,5,50,,0.465517,0.465517,0.505556,0.835749,0.572917,1192
446,A6NDR6,MEIS3P1,,0,0,0,1,0,0,,,,,,,274
447,Q9UKK6,NXT1,-1.498310578,1,0,0,0,27,91,,0.786207,0.786207,0.513889,,0.65625,140
448,Q96QU1,PCDH15,-1.838765302,1,0,0,0,3,42,,0.617241,0.617241,0.966667,,0.847917,1955
449,Q3KRA9,ALKBH6,0.380211242,0,0,0,1,0,58,,0.975862,0.975862,0.480556,,0.502083,238
450,Q149N8,SHPRH,-0.991964054,1,0,0,0,67,137,,0.617241,0.617241,0.547222,0.217593,0.710417,1683
451,Q9NX94,WBP1L,-0.600407677,0,0,0,1,4,27,,0.810345,0.810345,0.541667,,0.61875,342
452,P17861,XBP1,-2.904443619,0,1,0,0,144,514,,0.937931,0.937931,0.722222,,0.929167,261
453,Q9NWX5,ASB6,-0.230448924,0,0,0,1,2,53,25,0.975862,0.975862,0.502778,0.468037,0.504167,421
454,Q9NX95,SYBU,-0.982648072,1,0,0,0,0,14,9,0.62069,0.62069,0.844444,,0.870833,663
455,Q9NWX6,THG1L,-0.602059991,1,0,0,0,7,71,,0.596552,0.596552,0.533333,0.542222,0.7,298
456,Q9UKK9,NUDT5,-1.490116183,1,0,0,0,18,61,5,0.465517,0.465517,0.538889,0.965278,0.539583,219
457,Q96QT6,PHF12,-2.577167312,1,0,0,0,0,70,,0.9,0.9,0.536111,0.097973,0.641667,1004
458,A8MWA4,ZNF705E,,0,0,0,1,0,0,,,0.996552,,,,302
459,Q8WWZ7,ABCA5,-1.096832498,1,0,0,0,1,131,,0.57931,0.57931,0.625,0.22973,0.710417,1642
460,A8MWA6,FAM90A22P,,0,0,0,1,0,0,,,,,,,464
461,Q8WWZ8,OIT3,-1.510129935,1,0,0,0,8,82,,0.996552,0.996552,1,,0.997917,545
462,Q3KRB8,ARHGAP11B,-0.78084288,1,0,0,0,0,23,,0.996552,0.996552,0.876543,,0.9625,267
463,P17858,PFKL,-2.070145466,1,0,0,0,9,240,3,0.465517,0.465517,0.544444,0.681507,0.491667,780
464,Q96R54,OR14A2,0,0,0,0,1,0,1,,,,1,,1,314
465,Q8WWZ3,EDARADD,-1.44120362,1,0,0,0,2,27,,0.975862,0.975862,0.872222,,0.929167,215
466,Q96QT4,TRPM7,-2.531538941,0,1,0,0,89,317,,0.710345,0.710345,1,0.954338,0.641667,1865
467,Q8WWZ4,ABCA10,-0.257719663,0,0,0,1,18,36,,0.768966,0.768966,0.872222,,0.939583,1543
468,P04553,PRM1,-2.176025903,1,0,0,0,6,30,,,,1,1,1,51
469,Q9BV10,ALG12,-1.103518647,1,0,0,0,25,65,1,0.768966,0.768966,0.488889,0.619369,0.585417,488
470,Q9BUP0,EFHD1,-1.96673471,1,0,0,0,46,187,,0.465517,0.465517,0.888889,0.737443,0.8875,239
471,Q86XU0,ZNF677,-0.051152522,0,0,0,1,2,52,,0.672414,0.672414,0.825,0.336667,0.833333,584
472,Q9BUP3,HTATIP2,-1.679983398,1,0,0,0,29,218,3,0.503448,0.503448,0.691667,0.382629,0.654167,242
473,Q9ULF5,SLC39A10,-1.205576998,1,0,0,0,8,102,,0.882759,0.882759,0.919444,0.75,0.6875,831
474,Q8WY41,NANOS1,-1.394180571,1,0,0,0,4,241,,1,1,0.905556,0.283105,0.491667,292
475,Q9NXS2,QPCTL,-1.042984225,0,1,0,0,2,85,,0.710345,0.710345,0.5,0.669333,0.539583,382
476,Q9NY43,BARHL2,-0.917125483,1,0,0,0,0,53,,1,1,1,,0.997917,387
477,Q9NXS3,KLHL28,,0,0,0,1,0,116,11,1,1,0.511111,,0.516667,571
478,Q9NY46,SCN3A,-1.981604946,0,0,1,0,27,76,,0.975862,0.975862,1,0.733333,0.860417,2000
479,Q9NY47,CACNA2D2,-1.596828328,0,0,1,0,28,101,2,0.617241,0.617241,0.997222,0.957746,0.916667,1150
480,A6NCQ9,RNF222,,0,0,0,1,0,4,,1,1,0.980556,,0.985417,220
481,Q8WXS8,ADAMTS14,-0.895718954,1,0,0,0,2,29,,0.937931,0.937931,0.919444,,0.997917,1223
482,Q8WXS5,CACNG8,-0.257564301,0,0,0,1,0,67,3,0.913793,0.913793,1,0.993333,0.916667,425
483,Q96RM1,SPRR2F,0.43572857,1,0,0,0,10,12,,0.9,0.9,0.980556,,1,72
484,Q8WXS3,BAALC,-1.652928687,1,0,0,0,20,117,,1,1,1,0.894977,0.883333,180
