pharos_index,AccessionKeys,Gene_Name,novelty,monoclonalCount,antibodyCount,ppiCount,hpm_prot_spec,hpm_gene_spec,hpa_RNA_spec,hpa_prot_spec,GTEx_spec,uniprot_seq_len,idgTDL
219,Q9Y662,HS3ST3B1,-0.7394530340000001,0.0,27.0,4.0,0.9758620000000001,0.9758620000000001,0.898148,,0.947917,390,Tbio
220,Q9Y661,HS3ST4,-0.458523401,10.0,18.0,,1.0,1.0,1.0,,0.929167,456,Tdark
221,Q9UKL4,GJD2,-2.4893303490000003,20.0,192.0,,1.0,1.0,0.9972219999999999,,0.975,321,Tbio
222,Q9BU79,TMEM243,-0.18799048100000001,0.0,16.0,,0.9758620000000001,0.9758620000000001,0.661111,,0.802083,118,Tdark
223,Q9Y664,KPTN,-1.458752219,35.0,153.0,21.0,0.958621,0.958621,0.483333,0.128378,0.654167,436,Tbio
224,Q9Y5U4,INSIG2,-1.945986716,1.0,78.0,,0.958621,0.958621,0.516667,,0.54375,225,Tbio
225,Q9UKL3,CASP8AP2,,0.0,0.0,,0.882759,0.882759,,,,1982,Tbio
226,Q9UKL2,OR52A1,0.17609125899999997,2.0,92.0,,1.0,1.0,0.0,,0.985417,312,Tdark
227,Q9Y663,HS3ST3A1,-0.7976436809999999,2.0,32.0,,0.9758620000000001,0.9758620000000001,0.8858020000000001,,0.947917,406,Tbio
228,Q8WWZ1,IL1F10,-1.3811370319999998,45.0,104.0,8.0,0.958621,0.958621,0.9972219999999999,0.986667,0.997917,152,Tbio
229,Q9UKL6,PCTP,-1.7235358980000002,46.0,156.0,1.0,0.655172,0.617241,0.6,0.338028,0.7,214,Tbio
230,Q9NWY4,HPF1,-0.124938737,0.0,46.0,1.0,0.5965520000000001,,0.508333,,0.516667,346,Tbio
231,Q9Y5U9,IER3IP1,-2.473420376,1.0,18.0,4.0,0.465517,0.465517,0.47222200000000003,0.490868,0.539583,82,Tbio
232,Q9BU70,TRMO,-0.367976784,3.0,127.0,3.0,0.9758620000000001,,0.536111,0.708333,0.527083,441,Tbio
233,Q8WWY8,LIPH,-1.3658221030000002,4.0,43.0,24.0,,,0.9305559999999999,0.715278,0.929167,451,Tbio
234,Q96R45,OR2A7,,0.0,23.0,,0.996552,0.996552,0.8111109999999999,,0.883333,310,Tdark
235,A6NDK9,GOLGA6C,,0.0,0.0,,0.9,0.9,1.0,0.975309,1.0,693,Tdark
236,Q96R47,OR2A14,0.84509804,0.0,6.0,,1.0,1.0,0.0,,0.929167,310,Tdark
237,Q8WWY6,MBD3L1,-0.754840982,22.0,93.0,19.0,,,0.9972219999999999,0.9831219999999999,1.0,194,Tbio
238,Q5XKR9,FAM104B,,3.0,33.0,,0.9758620000000001,0.9758620000000001,0.672222,0.298122,0.504167,115,Tdark
239,Q8WWY7,WFDC12,-0.929869518,0.0,54.0,,,,1.0,,0.997917,111,Tbio
240,Q96QS6,PSKH2,,0.0,76.0,8.0,0.9758620000000001,0.9758620000000001,0.9888889999999999,,0.997917,385,Tdark
241,Q96QS1,TSPAN32,-0.97139821,18.0,153.0,,0.996552,0.996552,0.95,,0.9625,320,Tbio
242,Q5XKR4,OTP,-2.2613010780000002,6.0,110.0,,0.958621,0.958621,0.9722219999999999,1.0,1.0,325,Tbio
243,Q96QS3,ARX,-2.212549444,148.0,328.0,,0.768966,0.768966,1.0,,1.0,562,Tbio
244,Q8WWY3,PRPF31,-1.843967221,9.0,216.0,11.0,0.482759,0.482759,0.491667,0.079812,0.48125,499,Tbio
245,A1KZ92,PXDNL,-1.107530284,0.0,0.0,,0.8620690000000001,0.8620690000000001,0.980556,,0.985417,1463,Tbio
246,Q9Y5V0,ZNF706,-0.821864068,0.0,32.0,1.0,0.786207,0.786207,0.47222200000000003,,0.516667,76,Tdark
247,P29803,PDHA2,-1.1192401840000001,2.0,89.0,1.0,0.465517,0.465517,1.0,0.995885,1.0,388,Tbio
248,Q96R48,OR2A5,0.602059991,0.0,65.0,,1.0,1.0,0.0,,0.991667,311,Tdark
249,Q9BTU6,PI4K2A,-2.880028577,9.0,146.0,15.0,0.534483,0.534483,0.5194439999999999,0.726667,0.504167,479,Tbio
250,Q9Y676,MRPS18B,-0.677925453,2.0,45.0,47.0,0.503448,0.503448,0.477778,0.157658,0.470833,258,Tdark
251,Q9BU64,CENPO,-0.67551763,2.0,124.0,5.0,,,0.638889,,0.60625,300,Tbio
252,Q9Y679,AUP1,-1.004423724,3.0,142.0,5.0,0.534483,0.534483,0.5444439999999999,0.303483,0.516667,476,Tbio
253,Q86WZ6,ZNF227,0.301029996,0.0,110.0,2.0,0.617241,0.617241,0.5444439999999999,,0.5625,799,Tdark
254,Q9Y678,COPG1,-1.7082944580000001,0.0,89.0,11.0,0.465517,0.465517,0.508333,0.23198200000000002,0.595833,874,Tbio
255,Q9Y673,ALG5,-1.030475155,2.0,116.0,2.0,0.482759,0.482759,0.5222220000000001,0.407143,0.547917,324,Tbio
256,Q9Y5V3,MAGED1,-1.5513099080000001,40.0,245.0,,0.57931,0.57931,0.736111,,0.641667,778,Tbio
257,Q9Y672,ALG6,-1.412558785,21.0,76.0,8.0,0.6724140000000001,0.6724140000000001,0.505556,,0.654167,507,Tbio
258,Q9BU68,PRR15L,0.84509804,2.0,68.0,,0.9758620000000001,0.9758620000000001,0.919444,0.353604,0.9625,103,Tdark
259,Q9Y675,SNURF,-1.051250928,0.0,12.0,,,,0.9972219999999999,,0.870833,71,Tbio
260,S4R3P1,MTRNR2L13,,0.0,0.0,,,,0.8611110000000001,,1.0,24,Tdark
261,Q9UKM9,RALY,-1.122629288,5.0,176.0,,0.482759,0.482759,0.491667,0.098174,0.572917,306,Tbio
262,Q9NWZ3,IRAK4,-2.288200361,136.0,610.0,3.0,0.6724140000000001,0.6724140000000001,0.5388890000000001,,0.654167,460,Tchem
263,Q9UKM7,MAN1B1,-1.804177255,47.0,91.0,,0.617241,0.617241,0.508333,0.483796,0.516667,699,Tchem
264,Q9NWZ5,UCKL1,-0.159700844,28.0,110.0,,0.786207,0.768966,0.491667,0.62037,0.641667,548,Tdark
265,Q9BU61,NDUFAF3,-2.163711338,0.0,56.0,2.0,0.503448,0.503448,0.697222,0.222973,0.870833,184,Tclin
266,Q9NWZ8,GEMIN8,-0.230752945,33.0,96.0,7.0,0.844828,0.844828,0.5388890000000001,,0.545833,242,Tdark
267,Q5BKT4,ALG10,-1.324297437,2.0,70.0,,0.693103,0.693103,0.5194439999999999,0.438356,0.814583,473,Tbio
268,Q8WWX8,SLC5A11,-1.762499995,0.0,82.0,1.0,,,0.966667,,0.975,675,Tchem
269,Q99996,AKAP9,-2.225541431,28.0,142.0,2.0,0.52069,0.52069,0.5222220000000001,0.353881,0.629167,3911,Tbio
270,Q8WX93,PALLD,-2.7300156589999998,43.0,164.0,,0.52069,0.52069,0.8888889999999999,0.8495370000000001,0.885417,1383,Tbio
271,Q96R30,OR2V2,,0.0,58.0,,,,1.0,,0.997917,315,Tdark
272,Q8WX94,NLRP7,-1.63950599,2.0,84.0,,0.710345,0.710345,1.0,,1.0,980,Tbio
273,Q6R2W3,ZBED9,-0.986522937,0.0,50.0,,0.937931,,0.966667,,0.985417,1325,Tdark
274,Q8WX92,NELFB,-1.160404187,39.0,158.0,,,0.465517,0.488889,0.337838,0.458333,580,Tbio
275,Q96QR1,SCGB3A1,-1.45748292,17.0,100.0,5.0,1.0,1.0,0.966667,,0.997917,104,Tbio
276,Q9Y680,FKBP7,-1.4196542419999998,3.0,112.0,,0.62069,0.62069,0.8444440000000001,0.611872,0.835417,259,Tbio
277,Q96QR8,PURB,-1.496923836,0.0,79.0,,0.465517,0.465517,0.533333,,0.5625,312,Tbio
278,Q99999,GAL3ST1,-1.200300995,20.0,113.0,6.0,0.9758620000000001,0.9758620000000001,0.95,0.753472,0.939583,423,Tbio
279,Q8WWX9,SELENOM,-1.51502191,0.0,0.0,,0.748276,,0.752778,0.49111099999999996,0.835417,145,Tdark
280,A6NDL7,METTL21EP,,0.0,0.0,,,,,,,271,Tdark
281,A8MVZ5,BTNL10,,0.0,0.0,,,0.996552,,,,291,Tdark
282,A6NDL8,OR6C68,,0.0,49.0,,,,1.0,,0.0,312,Tdark
283,Q9Y5W8,SNX13,-0.671694314,2.0,65.0,,0.768966,0.768966,0.530556,,0.527083,968,Tbio
284,Q9Y5W7,SNX14,-0.86090814,2.0,56.0,,0.844828,0.844828,0.547222,0.6027399999999999,0.5625,946,Tbio
285,Q9BTT4,MED10,-1.381709394,2.0,16.0,35.0,0.882759,0.882759,0.47222200000000003,,0.516667,135,Tdark
286,Q6GTX8,LAIR1,-1.747603339,278.0,487.0,,,0.844828,0.895833,0.925926,0.916667,287,Tbio
287,Q9UKN1,MUC12,-1.017441097,5.0,60.0,,0.958621,0.958621,0.9972219999999999,0.986667,1.0,5478,Tbio
288,Q496A3,SPATS1,-1.0822986559999999,2.0,86.0,,1.0,1.0,0.9972219999999999,0.9487180000000001,1.0,300,Tbio
289,Q9Y5W9,SNX11,-0.22184875,6.0,111.0,8.0,0.882759,0.882759,0.5222220000000001,0.5958899999999999,0.539583,270,Tdark
290,Q9Y689,ARL5A,-1.273065308,17.0,53.0,,0.937931,0.786207,0.505556,0.490991,0.527083,179,Tbio
291,Q9UKN7,MYO15A,-1.640936313,4.0,15.0,,0.786207,0.786207,0.927083,1.0,1.0,3530,Tbio
292,Q9Y5W3,KLF2,-2.306303822,96.0,308.0,,0.882759,0.882759,0.8111109999999999,0.427928,0.825,355,Tbio
293,Q9UKN5,PRDM4,-0.879177835,82.0,221.0,,1.0,1.0,0.661111,0.666667,0.527083,801,Tbio
294,Q9BTT6,LRRC1,-1.1550977470000001,0.0,73.0,,0.5965520000000001,0.5965520000000001,0.694444,0.605023,0.745833,524,Tbio
295,Q6YHK3,CD109,-1.858169406,81.0,239.0,,0.655172,0.655172,1.0,0.986667,0.9625,1445,Tbio
296,Q9Y5W5,WIF1,-2.112840863,86.0,350.0,2.0,1.0,1.0,1.0,0.816667,0.939583,379,Tbio
297,Q8WWX0,ASB5,0.033934491000000004,18.0,75.0,,,,0.980556,,1.0,329,Tdark
298,Q99990,VGLL1,-1.249885657,10.0,91.0,,1.0,1.0,1.0,1.0,0.975,258,Tbio
299,Q9UKN8,GTF3C4,-0.653212518,0.0,122.0,18.0,0.5965520000000001,0.5965520000000001,0.5388890000000001,,0.654167,822,Tdark
300,Q9BTT0,ANP32E,-0.820343037,3.0,97.0,,0.465517,0.465517,0.508333,0.195946,0.7,268,Tbio
301,Q99986,VRK1,-2.052668246,41.0,168.0,1.0,0.631034,0.631034,0.8444440000000001,0.76,0.975,396,Tbio
302,Q99985,SEMA3C,-1.952986567,40.0,184.0,9.0,0.958621,0.958621,0.827778,,0.802083,751,Tbio
303,Q01740,FMO1,-1.562277968,0.0,53.0,2.0,0.786207,0.786207,1.0,,0.929167,532,Tbio
304,Q99983,OMD,-2.367489057,29.0,121.0,4.0,0.9137930000000001,0.9137930000000001,0.8111109999999999,,0.947917,421,Tbio
305,Q8WWW0,RASSF5,-1.8114922409999998,50.0,155.0,,0.57931,0.57931,0.875,0.331019,,418,Tbio
306,Q9Y691,KCNMB2,1.278753601,52.0,191.0,,0.9758620000000001,0.9758620000000001,0.980556,,0.916667,235,Tbio
307,Q9Y5X1,SNX9,-2.002790166,97.0,241.0,12.0,0.465517,0.465517,0.508333,0.351111,0.733333,595,Tbio
308,Q86WZ0,HEATR4,0.903089987,0.0,40.0,,0.693103,0.693103,0.9972219999999999,,0.985417,1026,Tdark
309,Q9Y5X0,SNX10,-1.131834725,15.0,72.0,,0.9758620000000001,0.9758620000000001,0.875,0.483333,0.847917,201,Tbio
310,Q9Y693,LHFPL6,-0.47053672799999996,2.0,66.0,,0.9,,0.752778,0.956081,0.825,200,Tdark
311,Q9Y5X3,SNX5,-1.237059663,4.0,141.0,,0.465517,0.465517,0.5222220000000001,0.640476,0.5625,404,Tbio
312,Q9Y692,GMEB1,-0.7584072040000001,37.0,104.0,4.0,0.806897,0.806897,0.527778,0.25463,0.63125,573,Tbio
313,Q5XKP0,C19orf70,-1.22342985,0.0,18.0,,0.503448,0.503448,0.491667,0.520548,0.48125,118,Tbio
314,Q9Y5X2,SNX8,-1.389310246,63.0,152.0,4.0,0.627586,0.627586,0.658333,0.541667,0.870833,465,Tbio
315,Q96R27,OR2M4,0.9542425090000001,2.0,19.0,,1.0,1.0,1.0,,0.9375,311,Tdark
316,Q8WWW8,GAB3,-0.7818241579999999,4.0,104.0,,0.996552,0.996552,0.697222,0.662162,0.904167,586,Tbio
317,Q99988,GDF15,-2.843435706,117.0,702.0,,0.9,0.9,0.91358,0.946667,0.997917,308,Tbio
318,Q96R28,OR2M2,,0.0,61.0,,,,0.0,,1.0,347,Tdark
319,Q9Y5X9,LIPG,-2.285302336,398.0,712.0,19.0,0.996552,0.996552,0.9972219999999999,,0.997917,500,Tchem
320,Q9Y698,CACNG2,-1.9220332180000002,74.0,173.0,17.0,0.9758620000000001,0.9758620000000001,1.0,,0.9625,323,Tbio
321,Q9UL03,INTS6,-2.072404848,23.0,80.0,2.0,0.6724140000000001,0.6724140000000001,0.766667,0.291667,0.660417,887,Tbio
322,Q86X95,CIR1,-0.308208579,29.0,91.0,9.0,0.958621,0.958621,0.505556,0.488426,0.489583,450,Tdark
323,Q9UL01,DSE,-2.571115561,10.0,44.0,,0.52069,0.52069,0.611111,,0.825,958,Tbio
324,Q9Y5X5,NPFFR2,-1.638031292,2.0,161.0,1.0,0.996552,0.996552,0.980556,,0.870833,522,Tchem
325,Q86WX3,RPS19BP1,-1.7099763019999998,0.0,84.0,9.0,0.8620690000000001,0.8620690000000001,0.47222200000000003,,0.458333,136,Tbio
326,Q9Y694,SLC22A7,-2.146732647,2.0,76.0,,1.0,1.0,0.9972219999999999,0.973333,0.997917,548,Tbio
327,Q9Y5X4,NR2E3,,51.0,261.0,,1.0,1.0,0.866667,,,410,Tbio
328,Q9Y697,NFS1,-1.7026700590000001,22.0,131.0,,0.534483,0.52069,0.5194439999999999,0.34444400000000003,0.48125,457,Tbio
329,Q9Y696,CLIC4,-1.817125615,15.0,221.0,5.0,0.465517,0.465517,0.766667,0.9279280000000001,0.860417,253,Tbio
330,P54803,GALC,-2.56923501,11.0,143.0,,0.57931,0.57931,0.583333,0.680365,0.539583,685,Tbio
331,Q9BU40,CHRDL1,-1.9974257640000002,56.0,191.0,6.0,0.9758620000000001,0.9758620000000001,0.9305559999999999,0.727053,0.870833,450,Tbio
332,P54802,NAGLU,-2.186486396,25.0,64.0,,0.617241,0.617241,0.469444,0.866667,0.658333,743,Tbio
333,Q96QP1,ALPK1,-0.903671253,2.0,64.0,1.0,0.786207,0.786207,0.524691,0.533333,0.7,1244,Tbio
334,Q8WWV6,FCAMR,-0.942755846,16.0,36.0,,,,0.980556,0.902222,0.997917,532,Tbio
335,Q8WWV3,RTN4IP1,-1.6987837319999999,36.0,145.0,2.0,0.627586,0.627586,0.505556,0.42237399999999997,0.489583,396,Tbio
336,Q99973,TEP1,-1.7449198330000002,0.0,71.0,,0.558621,0.558621,0.638889,,0.6875,2627,Tbio
337,P17812,CTPS1,-2.293487895,10.0,107.0,,0.482759,0.482759,0.752778,0.625,0.847917,591,Tbio
338,P17813,ENG,-3.10481511,999.0,1622.0,,0.617241,0.617241,0.736111,0.9822219999999999,0.847917,658,Tbio
339,Q00403,GTF2B,-2.633024486,111.0,286.0,13.0,0.627586,0.627586,0.508333,0.394144,0.504167,316,Tbio
340,Q99972,MYOC,-2.659157469,43.0,169.0,,0.9758620000000001,0.9758620000000001,0.9340280000000001,0.773333,0.929167,504,Tbio
341,Q9Y5Y2,NUBP2,-1.4695011390000001,3.0,59.0,,0.465517,0.465517,0.455556,,0.470833,271,Tbio
342,A6NDN3,GOLGA6B,,0.0,75.0,,0.882759,0.882759,0.9972219999999999,0.975309,1.0,693,Tdark
343,Q9Y5Y4,PTGDR2,-2.384408679,167.0,439.0,,1.0,1.0,0.9027780000000001,,0.814583,395,Tchem
344,Q9Y5Y3,GPR45,-0.938633182,2.0,120.0,,,,0.9972219999999999,,0.883333,372,Tbio
345,A6NDN8,,0.84509804,0.0,0.0,,,,,,,102,Tdark
346,Q8WX77,IGFBPL1,-0.514786072,0.0,39.0,,0.996552,0.996552,1.0,,0.929167,278,Tbio
347,Q9Y5Y0,FLVCR1,-1.5445994459999999,23.0,139.0,,0.958621,0.958621,0.7944439999999999,0.643519,0.7,555,Tbio
348,P04554,PRM2,-2.038171857,1.0,37.0,39.0,0.996552,0.996552,1.0,1.0,1.0,102,Tbio
349,Q9Y624,F11R,-2.567386624,215.0,394.0,,0.503448,0.503448,0.622222,0.5855859999999999,0.870833,299,Tbio
350,Q9Y623,MYH4,-1.8121376180000002,5.0,52.0,,0.465517,0.465517,1.0,0.985915,1.0,1939,Tbio
351,Q9Y5Q3,MAFB,-2.016545571,75.0,191.0,,1.0,1.0,1.0,0.664352,0.947917,323,Tbio
352,A6NE01,FAM186A,0.477121255,0.0,5.0,,0.9758620000000001,0.9758620000000001,1.0,,1.0,2351,Tdark
353,A6NE02,BTBD17,0.6989700040000001,2.0,61.0,,0.958621,0.958621,1.0,0.9239129999999999,0.883333,478,Tdark
354,Q9Y5Q0,FADS3,-1.1548778259999999,16.0,117.0,17.0,0.958621,0.958621,0.875,0.801802,0.833333,445,Tbio
355,Q9Y620,RAD54B,-1.411733449,23.0,153.0,,0.9758620000000001,,0.5638890000000001,,0.870833,910,Tbio
356,Q9Y5Q9,GTF3C3,0.104440183,37.0,197.0,6.0,0.6724140000000001,0.5965520000000001,0.5194439999999999,,0.604167,886,Tdark
357,Q9BTZ2,DHRS4,-1.654863775,2.0,122.0,,0.465517,0.465517,0.752778,,0.585417,278,Tbio
358,Q9UKH3,ERVK-9,,0.0,0.0,,,,,,,698,Tdark
359,Q9Y5Q6,INSL5,-1.42310893,0.0,46.0,52.0,0.996552,0.996552,0.9972219999999999,0.986301,0.870833,135,Tbio
360,Q9NX61,TMEM161A,0.218843238,0.0,102.0,,0.882759,0.844828,0.488889,0.553991,0.572917,479,Tdark
361,Q9Y625,GPC6,-1.335598833,22.0,125.0,,0.62069,0.62069,0.827778,0.468037,0.8875,555,Tbio
362,Q9NWU1,OXSM,-1.8290893819999998,60.0,127.0,,0.52069,0.52069,0.48611099999999996,0.253333,0.572917,459,Tbio
363,Q9Y5Q5,CORIN,-2.144431785,50.0,221.0,,0.9758620000000001,0.9758620000000001,0.966667,,0.975,1042,Tbio
364,Q9Y5Q8,GTF3C5,-0.175401355,20.0,147.0,,0.558621,0.558621,0.475,0.14666700000000002,0.60625,519,Tdark
365,Q9NX62,IMPAD1,-0.786059443,2.0,79.0,9.0,0.558621,0.558621,0.5388890000000001,0.26484,0.504167,359,Tdark
366,Q9NWU2,GID8,-0.78882161,3.0,123.0,,0.465517,0.465517,0.505556,0.363426,0.61875,228,Tbio
367,Q9NX63,CHCHD3,-1.167140727,52.0,178.0,,0.465517,0.465517,0.5222220000000001,0.08216,0.585417,227,Tbio
368,Q9NWU5,MRPL22,0.6989700040000001,2.0,64.0,,0.482759,0.482759,0.475,,0.470833,206,Tdark
369,Q9NX65,ZSCAN32,-0.169142402,6.0,82.0,27.0,0.996552,0.996552,0.530556,,0.539583,697,Tdark
370,Q3KRA6,C2orf76,-0.46982201700000004,0.0,36.0,,0.810345,0.810345,0.583333,,0.516667,126,Tdark
371,Q96R84,OR1F2P,,0.0,0.0,,,,,,,312,Tdark
372,A4D1F6,LRRD1,,0.0,0.0,,0.882759,0.882759,1.0,,1.0,860,Tdark
373,Q01726,MC1R,-2.900136428,23.0,194.0,,1.0,1.0,0.808333,,0.916667,317,Tclin
374,Q86XA0,METTL23,-0.176091257,0.0,6.0,,1.0,1.0,0.508333,,0.61875,190,Tdark
375,F8WFD2,NPIPA3,,0.0,1.0,,,,0.833333,0.328704,0.825,350,Tdark
376,Q9Y5R2,MMP24,-1.382821677,38.0,147.0,,0.996552,0.996552,0.919444,,0.997917,645,Tbio
377,Q9Y5R5,DMRT2,-1.3831668,0.0,50.0,,0.8620690000000001,0.8620690000000001,1.0,,0.975,561,Tdark
378,Q9Y5R4,HEMK1,-1.218360429,2.0,126.0,,,,0.508333,,0.733333,338,Tbio
379,Q9BTY7,HGH1,,5.0,119.0,,0.558621,,0.7067899999999999,0.342466,0.527083,390,Tdark
380,Q9UKI2,CDC42EP3,-1.576379156,2.0,124.0,1.0,0.9,0.9,0.8888889999999999,0.25799099999999997,0.802083,254,Tbio
381,P30837,ALDH1B1,-1.7303376469999998,7.0,194.0,3.0,0.465517,0.465517,0.8444440000000001,0.335586,0.939583,517,Tbio
382,Q9BTY2,FUCA2,-1.52924562,68.0,227.0,8.0,0.558621,0.558621,0.625,,0.677083,467,Tchem
383,Q5BKX5,C19orf54,,0.0,50.0,4.0,,,0.516667,0.631757,0.654167,351,Tdark
384,Q5BKX6,SLC45A4,0.301029996,3.0,12.0,,1.0,1.0,0.747222,,0.791667,768,Tdark
385,A4D1E1,ZNF804B,-0.100753353,0.0,14.0,,0.9,0.9,1.0,,1.0,1349,Tdark
386,Q9UKI3,VPREB3,-0.737154759,13.0,71.0,1.0,1.0,1.0,0.95,0.958333,0.985417,123,Tbio
387,Q9NX70,MED29,-1.7605273380000002,3.0,45.0,,0.806897,0.806897,0.536111,,0.539583,200,Tbio
388,Q9Y5R6,DMRT1,-2.312685118,56.0,197.0,,0.810345,0.810345,1.0,0.979167,1.0,373,Tbio
389,Q9UKI9,POU2F3,-2.508130059,6.0,96.0,,0.8620690000000001,0.844828,0.9972219999999999,0.9571430000000001,0.997917,436,Tbio
390,Q9UKI8,TLK1,-1.2523530059999999,11.0,305.0,,0.52069,0.52069,0.5638890000000001,0.028169,0.54375,766,Tchem
391,Q9Y639,NPTN,-2.310752426,36.0,201.0,,0.482759,0.482759,0.583333,0.533784,0.572917,398,Tbio
392,Q9NWV4,C1orf123,-0.096910013,0.0,42.0,4.0,0.465517,0.465517,0.508333,,0.527083,160,Tdark
393,Q9Y5R8,TRAPPC1,-0.685243976,2.0,46.0,15.0,0.558621,0.558621,0.491667,0.593333,0.48125,145,Tdark
394,Q9NX74,DUS2,-0.881764945,1.0,109.0,1.0,0.768966,,0.716667,0.655405,0.814583,493,Tbio
395,Q5BKX8,CAVIN4,-1.434739939,3.0,70.0,,0.9,,0.9972219999999999,0.9864860000000001,1.0,364,Tbio
396,Q9NX76,CMTM6,-0.569503954,2.0,85.0,,0.710345,0.710345,0.6444439999999999,0.54955,0.677083,183,Tdark
397,Q9NX77,ERVK13-1,,0.0,0.0,,,,,,,482,Tdark
398,Q9NX78,TMEM260,-0.199572353,0.0,37.0,6.0,0.937931,,0.9305559999999999,,0.572917,707,Tdark
399,A4D1E9,GTPBP10,-0.238990538,0.0,121.0,1.0,0.882759,0.813793,0.48055600000000004,0.514286,0.48125,387,Tdark
400,Q9NWV8,BABAM1,-1.2055683529999999,39.0,162.0,8.0,0.465517,0.465517,0.475,0.30743200000000004,0.458333,329,Tbio
401,Q96QV6,HIST1H2AA,-0.844797582,8.0,69.0,,0.465517,0.465517,1.0,0.341564,1.0,131,Tbio
402,Q01718,MC2R,-2.226401498,3.0,223.0,,1.0,1.0,1.0,,1.0,297,Tclin
403,P30838,ALDH3A1,-2.126244159,31.0,310.0,9.0,0.482759,0.482759,0.980556,0.864865,1.0,453,Tchem
404,A6NDP7,MYADML2,,0.0,19.0,,1.0,1.0,1.0,,1.0,307,Tdark
405,Q9Y644,RFNG,-0.37913278,19.0,92.0,,0.996552,0.996552,0.536111,,0.54375,331,Tdark
406,Q9BTX7,TTPAL,0.706795342,0.0,52.0,,0.9,0.9,0.533333,,0.745833,342,Tdark
407,Q9Y646,CPQ,-2.517831288,2.0,81.0,,0.503448,0.503448,0.875,0.9324319999999999,0.825,472,Tbio
408,A6NE21,FAM90A18P,,0.0,0.0,,,,,,,464,Tdark
409,Q9UKJ3,GPATCH8,-0.138302697,0.0,20.0,,0.631034,0.631034,0.566667,0.034722,0.7,1502,Tbio
410,Q9Y5S2,CDC42BPB,-0.596175686,37.0,111.0,,0.503448,0.503448,0.566667,0.502315,0.527083,1711,Tbio
411,Q9UKJ1,PILRA,-1.072997865,44.0,105.0,10.0,0.996552,0.996552,0.8888889999999999,0.770833,0.9625,303,Tbio
412,Q9UKJ0,PILRB,-0.5905754679999999,3.0,79.0,1.0,1.0,1.0,0.569444,0.520833,0.733333,227,Tdark
413,P16519,PCSK2,-2.002475572,16.0,132.0,,0.9758620000000001,0.9758620000000001,0.9305559999999999,0.974359,0.814583,638,Tchem
414,Q9Y5S1,TRPV2,-2.285252914,2.0,203.0,,0.6724140000000001,0.6724140000000001,0.8111109999999999,,0.870833,764,Tchem
415,P30825,SLC7A1,-2.714845669,29.0,143.0,49.0,0.882759,0.882759,0.675,0.685185,0.825,629,Tbio
416,Q9BTX1,NDC1,-0.66900679,2.0,46.0,,0.693103,,0.536111,0.795775,0.772917,674,Tbio
417,Q9UKJ5,CHIC2,-2.127095869,2.0,97.0,,0.844828,0.844828,0.625,,0.677083,165,Tbio
418,Q9NWW0,HCFC1R1,,0.0,78.0,2.0,0.996552,0.996552,0.675,0.673516,0.654167,138,Tbio
419,Q96R72,OR4K3,,0.0,0.0,,,,,,,315,Tdark
420,Q96QV1,HHIP,-1.835262399,45.0,193.0,,0.558621,0.558621,0.95,,0.870833,700,Tbio
421,Q9Y5S8,NOX1,-2.591878803,2.0,233.0,3.0,0.882759,0.882759,0.9972219999999999,,1.0,564,Tchem
422,Q9BTX3,TMEM208,-0.096910013,2.0,18.0,8.0,0.844828,0.844828,0.5222220000000001,0.579909,0.489583,173,Tdark
423,Q9UKJ8,ADAM21,-0.764185039,2.0,28.0,25.0,0.9758620000000001,0.9758620000000001,1.0,,1.0,722,Tdark
424,Q9NWW5,CLN6,-1.873572451,3.0,103.0,,0.617241,0.617241,0.502778,0.756757,0.516667,311,Tbio
425,Q9Y5S9,RBM8A,-3.1644806439999997,38.0,94.0,,0.482759,0.482759,0.491667,0.173516,,174,Tbio
426,Q96R67,OR4C12,0.306633874,0.0,74.0,,,,0.0,,0.0,309,Tdark
427,Q9NWW6,NMRK1,-0.8493852890000001,22.0,143.0,,0.482759,0.482759,0.622222,0.650463,0.595833,199,Tbio
428,Q9NWW7,C2orf42,0.9542425090000001,0.0,69.0,,0.958621,0.958621,0.980556,0.9835389999999999,0.939583,574,Tdark
429,Q96QU6,ACCS,-2.316018702,27.0,154.0,,0.937931,0.937931,0.547222,0.468037,0.733333,501,Tbio
430,P16520,GNB3,-2.3483615159999998,19.0,161.0,2.0,0.465517,0.465517,0.713889,0.6872149999999999,0.947917,340,Tbio
431,Q149M9,NWD1,0.079181246,0.0,3.0,,0.710345,0.710345,0.966667,,0.870833,1564,Tdark
432,P17844,DDX5,-2.08565843,32.0,344.0,,0.465517,0.465517,0.583333,0.162162,0.658333,614,Tbio
433,Q96R69,OR4F4,,0.0,45.0,,,,0.0,,0.0,305,Tdark
434,Q9NWW9,HRASLS2,-0.192992012,2.0,72.0,,0.937931,0.937931,0.980556,0.702703,0.975,162,Tbio
435,Q96QU8,XPO6,-1.539798187,0.0,29.0,,0.786207,0.786207,0.5444439999999999,,0.710417,1125,Tbio
436,Q5BKU9,OXLD1,,0.0,6.0,32.0,0.9137930000000001,0.9137930000000001,0.616667,,0.491667,147,Tdark
437,Q96QU4,FRG2B,-1.378700616,0.0,88.0,,,,0.9972219999999999,,0.9625,278,Tbio
438,Q9Y5T5,USP16,-0.670941288,19.0,248.0,3.0,0.6724140000000001,0.6724140000000001,0.488889,0.600939,0.504167,823,Tbio
