entrez_gene_symbol,gene_long_name,category_sources,category
CAV3,CAVEOLIN 3,GO,KINASE
CAV3,CAVEOLIN 3,GO,TRANSPORTER
CHST8,CARBOHYDRATE SULFOTRANSFERASE 8,HingoraniCasas,DRUGGABLE GENOME
PRDM10,PR/SET DOMAIN 10,BaderLabGenes,METHYL TRANSFERASE
AGA,ASPARTYLGLUCOSAMINIDASE,GO,PROTEASE
AGA,ASPARTYLGLUCOSAMINIDASE,HingoraniCasas,DRUGGABLE GENOME
IGHV6-1,IMMUNOGLOBULIN HEAVY VARIABLE 6-1,GO,EXTERNAL SIDE OF PLASMA MEMBRANE
IGHV6-1,IMMUNOGLOBULIN HEAVY VARIABLE 6-1,GO,CELL SURFACE
ANAPC15,ANAPHASE PROMOTING COMPLEX SUBUNIT 15,GO,TUMOR SUPPRESSOR
PRKAB1,PROTEIN KINASE AMP-ACTIVATED NON-CATALYTIC SUBUNIT BETA 1,"GuideToPharmacologyGenes,GO",SERINE THREONINE KINASE
PRKAB1,PROTEIN KINASE AMP-ACTIVATED NON-CATALYTIC SUBUNIT BETA 1,"GuideToPharmacologyGenes,GO",KINASE
PRKAB1,PROTEIN KINASE AMP-ACTIVATED NON-CATALYTIC SUBUNIT BETA 1,HingoraniCasas,DRUGGABLE GENOME
PRKAB1,PROTEIN KINASE AMP-ACTIVATED NON-CATALYTIC SUBUNIT BETA 1,GO,TUMOR SUPPRESSOR
AQP4,AQUAPORIN 4,"GuideToPharmacologyGenes,GO",TRANSPORTER
AQP4,AQUAPORIN 4,HingoraniCasas,DRUGGABLE GENOME
AQP4,AQUAPORIN 4,GO,EXTERNAL SIDE OF PLASMA MEMBRANE
AQP4,AQUAPORIN 4,GO,CELL SURFACE
SNCA,SYNUCLEIN ALPHA,GO,PROTEASE
SNCA,SYNUCLEIN ALPHA,GO,KINASE
SNCA,SYNUCLEIN ALPHA,GO,PHOSPHOLIPASE
SNCA,SYNUCLEIN ALPHA,GO,SERINE THREONINE KINASE
SNCA,SYNUCLEIN ALPHA,GO,PROTEASE INHIBITOR
SNCA,SYNUCLEIN ALPHA,GO,DRUG RESISTANCE
SNCA,SYNUCLEIN ALPHA,GO,HISTONE MODIFICATION
SNCA,SYNUCLEIN ALPHA,GO,TRANSPORTER
SNCA,SYNUCLEIN ALPHA,HingoraniCasas,DRUGGABLE GENOME
ACKR3,ATYPICAL CHEMOKINE RECEPTOR 3,GO,CELL SURFACE
ACKR3,ATYPICAL CHEMOKINE RECEPTOR 3,"GO,dGene,HopkinsGroom",G PROTEIN COUPLED RECEPTOR
ACKR3,ATYPICAL CHEMOKINE RECEPTOR 3,"HingoraniCasas,dGene,HopkinsGroom,RussLampel",DRUGGABLE GENOME
CCT6B,CHAPERONIN CONTAINING TCP1 SUBUNIT 6B,GO,TRANSPORTER
WDR5,WD REPEAT DOMAIN 5,GO,HISTONE MODIFICATION
WDR5,WD REPEAT DOMAIN 5,HingoraniCasas,DRUGGABLE GENOME
SPIN2B,SPINDLIN FAMILY MEMBER 2B,GO,TUMOR SUPPRESSOR
VIL1,VILLIN 1,GO,PROTEASE
VIL1,VILLIN 1,GO,PROTEASE INHIBITOR
SLC27A4,SOLUTE CARRIER FAMILY 27 MEMBER 4,"GO,GuideToPharmacologyGenes",TRANSPORTER
SLC27A4,SOLUTE CARRIER FAMILY 27 MEMBER 4,HingoraniCasas,DRUGGABLE GENOME
DAPK3,DEATH ASSOCIATED PROTEIN KINASE 3,GO,TRANSCRIPTION FACTOR BINDING
DAPK3,DEATH ASSOCIATED PROTEIN KINASE 3,GO,TUMOR SUPPRESSOR
DAPK3,DEATH ASSOCIATED PROTEIN KINASE 3,"GO,HopkinsGroom,GuideToPharmacologyGenes",KINASE
DAPK3,DEATH ASSOCIATED PROTEIN KINASE 3,"GO,GuideToPharmacologyGenes,dGene",SERINE THREONINE KINASE
DAPK3,DEATH ASSOCIATED PROTEIN KINASE 3,"HopkinsGroom,HingoraniCasas,dGene,RussLampel",DRUGGABLE GENOME
WASHC1,WASH COMPLEX SUBUNIT 1,GO,KINASE
WASHC1,WASH COMPLEX SUBUNIT 1,GO,LIPID KINASE
FAM58BP,CYCLIN-RELATED PROTEIN FAM58B,GO,TUMOR SUPPRESSOR
FAM58BP,CYCLIN-RELATED PROTEIN FAM58B,GO,KINASE
FAM58BP,CYCLIN-RELATED PROTEIN FAM58B,GO,SERINE THREONINE KINASE
LSS,LANOSTEROL SYNTHASE,"HingoraniCasas,HopkinsGroom,RussLampel",DRUGGABLE GENOME
NLGN1,NEUROLIGIN 1,GO,TRANSPORTER
NLGN1,NEUROLIGIN 1,GO,ION CHANNEL
NLGN1,NEUROLIGIN 1,GO,CELL SURFACE
NLGN1,NEUROLIGIN 1,GO,EXTERNAL SIDE OF PLASMA MEMBRANE
NLGN1,NEUROLIGIN 1,"HingoraniCasas,RussLampel,HopkinsGroom",DRUGGABLE GENOME
SLX1A,"SLX1 HOMOLOG A, STRUCTURE-SPECIFIC ENDONUCLEASE SUBUNIT",GO,DNA REPAIR
OR10G4,OLFACTORY RECEPTOR FAMILY 10 SUBFAMILY G MEMBER 4,"HopkinsGroom,dGene",DRUGGABLE GENOME
OR10G4,OLFACTORY RECEPTOR FAMILY 10 SUBFAMILY G MEMBER 4,"HopkinsGroom,GO,dGene",G PROTEIN COUPLED RECEPTOR
PSMD10,"PROTEASOME 26S SUBUNIT, NON-ATPASE 10",GO,TRANSCRIPTION FACTOR BINDING
PSMD10,"PROTEASOME 26S SUBUNIT, NON-ATPASE 10",GO,KINASE
PSMD10,"PROTEASOME 26S SUBUNIT, NON-ATPASE 10",GO,SERINE THREONINE KINASE
PSMD10,"PROTEASOME 26S SUBUNIT, NON-ATPASE 10",GO,TUMOR SUPPRESSOR
OR13H1,OLFACTORY RECEPTOR FAMILY 13 SUBFAMILY H MEMBER 1,"HopkinsGroom,GO,dGene",G PROTEIN COUPLED RECEPTOR
OR13H1,OLFACTORY RECEPTOR FAMILY 13 SUBFAMILY H MEMBER 1,"HopkinsGroom,RussLampel,dGene",DRUGGABLE GENOME
OR2T34,OLFACTORY RECEPTOR FAMILY 2 SUBFAMILY T MEMBER 34,"dGene,HopkinsGroom,GO",G PROTEIN COUPLED RECEPTOR
OR2T34,OLFACTORY RECEPTOR FAMILY 2 SUBFAMILY T MEMBER 34,"dGene,HopkinsGroom,HingoraniCasas,RussLampel",DRUGGABLE GENOME
TRAF2,TNF RECEPTOR ASSOCIATED FACTOR 2,GO,SERINE THREONINE KINASE
TRAF2,TNF RECEPTOR ASSOCIATED FACTOR 2,GO,KINASE
TRAF2,TNF RECEPTOR ASSOCIATED FACTOR 2,GO,PROTEASE
PPP1R7,PROTEIN PHOSPHATASE 1 REGULATORY SUBUNIT 7,GO,PROTEIN PHOSPHATASE
ATP5S,"ATP SYNTHASE, H+ TRANSPORTING, MITOCHONDRIAL FO COMPLEX SUBUNIT S (FACTOR B)",GO,TRANSPORTER
FMO6P,FLAVIN CONTAINING MONOOXYGENASE 6 PSEUDOGENE,HingoraniCasas,DRUGGABLE GENOME
CNGA3,CYCLIC NUCLEOTIDE GATED CHANNEL ALPHA 3,"HopkinsGroom,HingoraniCasas,RussLampel",DRUGGABLE GENOME
CNGA3,CYCLIC NUCLEOTIDE GATED CHANNEL ALPHA 3,"HopkinsGroom,GuideToPharmacologyGenes,GO,BaderLabGenes",ION CHANNEL
CNGA3,CYCLIC NUCLEOTIDE GATED CHANNEL ALPHA 3,"GuideToPharmacologyGenes,GO",TRANSPORTER
PSMD3,"PROTEASOME 26S SUBUNIT, NON-ATPASE 3",GO,TUMOR SUPPRESSOR
GGT4P,GAMMA-GLUTAMYLTRANSFERASE 4 PSEUDOGENE,dGene,DRUGGABLE GENOME
GGT4P,GAMMA-GLUTAMYLTRANSFERASE 4 PSEUDOGENE,dGene,PROTEASE
TUBB4A,TUBULIN BETA 4A CLASS IVA,GO,TUMOR SUPPRESSOR
TUBB4A,TUBULIN BETA 4A CLASS IVA,"HopkinsGroom,HingoraniCasas,RussLampel",DRUGGABLE GENOME
C1QTNF12,C1Q AND TNF RELATED 12,GO,HORMONE ACTIVITY
PSEN1,PRESENILIN 1,GO,SERINE THREONINE KINASE
PSEN1,PRESENILIN 1,GO,CELL SURFACE
PSEN1,PRESENILIN 1,GO,KINASE
PSEN1,PRESENILIN 1,"GO,GuideToPharmacologyGenes,dGene",PROTEASE
PSEN1,PRESENILIN 1,GO,TYROSINE KINASE
PSEN1,PRESENILIN 1,GO,TRANSPORTER
PSEN1,PRESENILIN 1,GO,ION CHANNEL
PSEN1,PRESENILIN 1,"dGene,HingoraniCasas",DRUGGABLE GENOME
HES4,HES FAMILY BHLH TRANSCRIPTION FACTOR 4,GO,TRANSCRIPTION FACTOR BINDING
POLE,"DNA POLYMERASE EPSILON, CATALYTIC SUBUNIT","HingoraniCasas,RussLampel",DRUGGABLE GENOME
POLE,"DNA POLYMERASE EPSILON, CATALYTIC SUBUNIT",GO,DNA REPAIR
POLE,"DNA POLYMERASE EPSILON, CATALYTIC SUBUNIT",MskImpact,CLINICALLY ACTIONABLE
POLE,"DNA POLYMERASE EPSILON, CATALYTIC SUBUNIT",HopkinsGroom,DNA DIRECTED RNA POLYMERASE
TAS2R1,TASTE 2 RECEPTOR MEMBER 1,"dGene,GO,GuideToPharmacologyGenes",G PROTEIN COUPLED RECEPTOR
TAS2R1,TASTE 2 RECEPTOR MEMBER 1,dGene,DRUGGABLE GENOME
SLC4A11,SOLUTE CARRIER FAMILY 4 MEMBER 11,RussLampel,DRUGGABLE GENOME
SLC4A11,SOLUTE CARRIER FAMILY 4 MEMBER 11,"GuideToPharmacologyGenes,GO",TRANSPORTER
SLC4A11,SOLUTE CARRIER FAMILY 4 MEMBER 11,GO,ION CHANNEL
SMPDL3B,SPHINGOMYELIN PHOSPHODIESTERASE ACID LIKE 3B,"GO,GuideToPharmacologyGenes",PHOSPHOLIPASE
SMPDL3B,SPHINGOMYELIN PHOSPHODIESTERASE ACID LIKE 3B,HingoraniCasas,DRUGGABLE GENOME
SUDS3,"SDS3 HOMOLOG, SIN3A COREPRESSOR COMPLEX COMPONENT",GO,HISTONE MODIFICATION
CD22,CD22 MOLECULE,HingoraniCasas,DRUGGABLE GENOME
TAF13,TATA-BOX BINDING PROTEIN ASSOCIATED FACTOR 13,GO,TRANSCRIPTION FACTOR COMPLEX
VN1R4,VOMERONASAL 1 RECEPTOR 4,"dGene,GO",G PROTEIN COUPLED RECEPTOR
VN1R4,VOMERONASAL 1 RECEPTOR 4,dGene,DRUGGABLE GENOME
OR1C1,OLFACTORY RECEPTOR FAMILY 1 SUBFAMILY C MEMBER 1,"HopkinsGroom,RussLampel,HingoraniCasas,dGene",DRUGGABLE GENOME
OR1C1,OLFACTORY RECEPTOR FAMILY 1 SUBFAMILY C MEMBER 1,"HopkinsGroom,GO,dGene",G PROTEIN COUPLED RECEPTOR
LPCAT3,LYSOPHOSPHATIDYLCHOLINE ACYLTRANSFERASE 3,RussLampel,DRUGGABLE GENOME
RXFP2,RELAXIN/INSULIN LIKE FAMILY PEPTIDE RECEPTOR 2,"dGene,HingoraniCasas,HopkinsGroom,RussLampel",DRUGGABLE GENOME
RXFP2,RELAXIN/INSULIN LIKE FAMILY PEPTIDE RECEPTOR 2,"dGene,GO,GuideToPharmacologyGenes,HopkinsGroom",G PROTEIN COUPLED RECEPTOR
SNAP29,SYNAPTOSOME ASSOCIATED PROTEIN 29,HingoraniCasas,DRUGGABLE GENOME
DGKE,DIACYLGLYCEROL KINASE EPSILON,GO,KINASE
NDOR1,NADPH DEPENDENT DIFLAVIN OXIDOREDUCTASE 1,"RussLampel,HopkinsGroom",DRUGGABLE GENOME
PGLYRP2,PEPTIDOGLYCAN RECOGNITION PROTEIN 2,HingoraniCasas,DRUGGABLE GENOME
LCN8,LIPOCALIN 8,HingoraniCasas,DRUGGABLE GENOME
CD200R1,CD200 RECEPTOR 1,GO,CELL SURFACE
CD200R1,CD200 RECEPTOR 1,GO,EXTERNAL SIDE OF PLASMA MEMBRANE
CD200R1,CD200 RECEPTOR 1,HingoraniCasas,DRUGGABLE GENOME
CACNA2D2,CALCIUM VOLTAGE-GATED CHANNEL AUXILIARY SUBUNIT ALPHA2DELTA 2,GO,TRANSPORTER
CACNA2D2,CALCIUM VOLTAGE-GATED CHANNEL AUXILIARY SUBUNIT ALPHA2DELTA 2,GO,ION CHANNEL
CACNA2D2,CALCIUM VOLTAGE-GATED CHANNEL AUXILIARY SUBUNIT ALPHA2DELTA 2,"RussLampel,HingoraniCasas",DRUGGABLE GENOME
PLAU,"PLASMINOGEN ACTIVATOR, UROKINASE","HopkinsGroom,HingoraniCasas,RussLampel,dGene",DRUGGABLE GENOME
PLAU,"PLASMINOGEN ACTIVATOR, UROKINASE","HopkinsGroom,GO,dGene,GuideToPharmacologyGenes",PROTEASE
PLAU,"PLASMINOGEN ACTIVATOR, UROKINASE",GO,CELL SURFACE
OR2AG2,OLFACTORY RECEPTOR FAMILY 2 SUBFAMILY AG MEMBER 2,"HopkinsGroom,GO,dGene",G PROTEIN COUPLED RECEPTOR
OR2AG2,OLFACTORY RECEPTOR FAMILY 2 SUBFAMILY AG MEMBER 2,"HopkinsGroom,dGene,RussLampel",DRUGGABLE GENOME
GART,"PHOSPHORIBOSYLGLYCINAMIDE FORMYLTRANSFERASE, PHOSPHORIBOSYLGLYCINAMIDE SYNTHETASE, PHOSPHORIBOSYLAMINOIMIDAZOLE SYNTHETASE",HingoraniCasas,DRUGGABLE GENOME
CREM,CAMP RESPONSIVE ELEMENT MODULATOR,GO,TRANSCRIPTION FACTOR BINDING
CREM,CAMP RESPONSIVE ELEMENT MODULATOR,GO,TRANSCRIPTION FACTOR COMPLEX
PLCE1,PHOSPHOLIPASE C EPSILON 1,"GuideToPharmacologyGenes,HopkinsGroom,GO",PHOSPHOLIPASE
PLCE1,PHOSPHOLIPASE C EPSILON 1,GuideToPharmacologyGenes,LIPASE
PLCE1,PHOSPHOLIPASE C EPSILON 1,"RussLampel,HopkinsGroom",DRUGGABLE GENOME
PLCE1,PHOSPHOLIPASE C EPSILON 1,GO,KINASE
PLCE1,PHOSPHOLIPASE C EPSILON 1,GO,SERINE THREONINE KINASE
SLC10A3,SOLUTE CARRIER FAMILY 10 MEMBER 3,"GuideToPharmacologyGenes,HopkinsGroom,GO",TRANSPORTER
SLC10A3,SOLUTE CARRIER FAMILY 10 MEMBER 3,"RussLampel,HopkinsGroom",DRUGGABLE GENOME
OR1D2,OLFACTORY RECEPTOR FAMILY 1 SUBFAMILY D MEMBER 2,"dGene,HopkinsGroom,HingoraniCasas,RussLampel",DRUGGABLE GENOME
OR1D2,OLFACTORY RECEPTOR FAMILY 1 SUBFAMILY D MEMBER 2,"dGene,HopkinsGroom,GO",G PROTEIN COUPLED RECEPTOR
COQ8B,COENZYME Q8B,HingoraniCasas,DRUGGABLE GENOME
QARS,GLUTAMINYL-TRNA SYNTHETASE,HopkinsGroom,DRUGGABLE GENOME
QARS,GLUTAMINYL-TRNA SYNTHETASE,GO,TYROSINE KINASE
QARS,GLUTAMINYL-TRNA SYNTHETASE,GO,KINASE
TICRR,TOPBP1 INTERACTING CHECKPOINT AND REPLICATION REGULATOR,GO,DNA REPAIR
TICRR,TOPBP1 INTERACTING CHECKPOINT AND REPLICATION REGULATOR,GO,TUMOR SUPPRESSOR
CCDC88A,COILED-COIL DOMAIN CONTAINING 88A,GO,KINASE
CTSL,CATHEPSIN L,"HingoraniCasas,RussLampel,dGene,HopkinsGroom",DRUGGABLE GENOME
CTSL,CATHEPSIN L,"GuideToPharmacologyGenes,dGene,HopkinsGroom,GO",PROTEASE
GPR68,G PROTEIN-COUPLED RECEPTOR 68,"dGene,HopkinsGroom,RussLampel,HingoraniCasas",DRUGGABLE GENOME
GPR68,G PROTEIN-COUPLED RECEPTOR 68,"dGene,GO,HopkinsGroom",G PROTEIN COUPLED RECEPTOR
GNA11,G PROTEIN SUBUNIT ALPHA 11,"MskImpact,CarisMolecularIntelligence,FoundationOneGenes",CLINICALLY ACTIONABLE
MIP,MAJOR INTRINSIC PROTEIN OF LENS FIBER,"GO,GuideToPharmacologyGenes",TRANSPORTER
MIP,MAJOR INTRINSIC PROTEIN OF LENS FIBER,"HingoraniCasas,dGene",DRUGGABLE GENOME
MIP,MAJOR INTRINSIC PROTEIN OF LENS FIBER,dGene,PROTEASE
PTH1R,PARATHYROID HORMONE 1 RECEPTOR,"RussLampel,HopkinsGroom,HingoraniCasas,dGene",DRUGGABLE GENOME
PTH1R,PARATHYROID HORMONE 1 RECEPTOR,"GO,HopkinsGroom,GuideToPharmacologyGenes,dGene",G PROTEIN COUPLED RECEPTOR
NTN3,NETRIN 3,HingoraniCasas,DRUGGABLE GENOME
OPN1MW2,"OPSIN 1, MEDIUM WAVE SENSITIVE 2","GO,dGene",G PROTEIN COUPLED RECEPTOR
OPN1MW2,"OPSIN 1, MEDIUM WAVE SENSITIVE 2","dGene,HingoraniCasas",DRUGGABLE GENOME
SPIRE1,SPIRE TYPE ACTIN NUCLEATION FACTOR 1,GO,CELL SURFACE
ZFYVE21,ZINC FINGER FYVE-TYPE CONTAINING 21,GO,KINASE
TBX2,T-BOX 2,GO,TRANSCRIPTION FACTOR COMPLEX
CHST10,CARBOHYDRATE SULFOTRANSFERASE 10,HingoraniCasas,DRUGGABLE GENOME
OXNAD1,OXIDOREDUCTASE NAD BINDING DOMAIN CONTAINING 1,"RussLampel,HopkinsGroom",DRUGGABLE GENOME
ATP6V1E2,ATPASE H+ TRANSPORTING V1 SUBUNIT E2,"GO,GuideToPharmacologyGenes",TRANSPORTER
ATP6V1E2,ATPASE H+ TRANSPORTING V1 SUBUNIT E2,GO,ABC TRANSPORTER
PIK3R5,PHOSPHOINOSITIDE-3-KINASE REGULATORY SUBUNIT 5,"GO,GuideToPharmacologyGenes",KINASE
PIK3R5,PHOSPHOINOSITIDE-3-KINASE REGULATORY SUBUNIT 5,GO,SERINE THREONINE KINASE
PIK3R5,PHOSPHOINOSITIDE-3-KINASE REGULATORY SUBUNIT 5,GO,LIPID KINASE
PIK3R5,PHOSPHOINOSITIDE-3-KINASE REGULATORY SUBUNIT 5,"GuideToPharmacologyGenes,dGene",PHOSPHATIDYLINOSITOL 3 KINASE
PIK3R5,PHOSPHOINOSITIDE-3-KINASE REGULATORY SUBUNIT 5,dGene,DRUGGABLE GENOME
EGFL7,EGF LIKE DOMAIN MULTIPLE 7,MskImpact,CLINICALLY ACTIONABLE
EGFL7,EGF LIKE DOMAIN MULTIPLE 7,HingoraniCasas,DRUGGABLE GENOME
CCNF,CYCLIN F,GO,TUMOR SUPPRESSOR
KLHL6,KELCH LIKE FAMILY MEMBER 6,HingoraniCasas,DRUGGABLE GENOME
KLHL6,KELCH LIKE FAMILY MEMBER 6,FoundationOneGenes,CLINICALLY ACTIONABLE
SHC1,SHC ADAPTOR PROTEIN 1,GO,KINASE
SHC1,SHC ADAPTOR PROTEIN 1,GO,SERINE THREONINE KINASE
SHC1,SHC ADAPTOR PROTEIN 1,GO,TYROSINE KINASE
PAPPA,PAPPALYSIN 1,"dGene,GO",PROTEASE
PAPPA,PAPPALYSIN 1,"dGene,RussLampel,HingoraniCasas",DRUGGABLE GENOME
PAPPA,PAPPALYSIN 1,GO,NEUTRAL ZINC METALLOPEPTIDASE
PML,PROMYELOCYTIC LEUKEMIA,GO,TUMOR SUPPRESSOR
PML,PROMYELOCYTIC LEUKEMIA,GO,PROTEASE
PML,PROMYELOCYTIC LEUKEMIA,GO,DNA REPAIR
PDC,PHOSDUCIN,GO,PHOSPHOLIPASE
AKR1D1,ALDO-KETO REDUCTASE FAMILY 1 MEMBER D1,"RussLampel,HopkinsGroom",DRUGGABLE GENOME
GFOD2,GLUCOSE-FRUCTOSE OXIDOREDUCTASE DOMAIN CONTAINING 2,HingoraniCasas,DRUGGABLE GENOME
OR2T1,OLFACTORY RECEPTOR FAMILY 2 SUBFAMILY T MEMBER 1,"dGene,HopkinsGroom,RussLampel",DRUGGABLE GENOME
OR2T1,OLFACTORY RECEPTOR FAMILY 2 SUBFAMILY T MEMBER 1,"dGene,GO,HopkinsGroom",G PROTEIN COUPLED RECEPTOR
SLC35G2,SOLUTE CARRIER FAMILY 35 MEMBER G2,GuideToPharmacologyGenes,TRANSPORTER
GSTO1,GLUTATHIONE S-TRANSFERASE OMEGA 1,GO,ION CHANNEL
GSTO1,GLUTATHIONE S-TRANSFERASE OMEGA 1,GO,TRANSPORTER
GSTO1,GLUTATHIONE S-TRANSFERASE OMEGA 1,HingoraniCasas,DRUGGABLE GENOME
NMU,NEUROMEDIN U,HingoraniCasas,DRUGGABLE GENOME
CAMK4,CALCIUM/CALMODULIN DEPENDENT PROTEIN KINASE IV,"HingoraniCasas,RussLampel,dGene,HopkinsGroom",DRUGGABLE GENOME
CAMK4,CALCIUM/CALMODULIN DEPENDENT PROTEIN KINASE IV,"GO,dGene,GuideToPharmacologyGenes",SERINE THREONINE KINASE
CAMK4,CALCIUM/CALMODULIN DEPENDENT PROTEIN KINASE IV,"GO,GuideToPharmacologyGenes,HopkinsGroom",KINASE
OXTR,OXYTOCIN RECEPTOR,"HopkinsGroom,RussLampel,HingoraniCasas,dGene",DRUGGABLE GENOME
OXTR,OXYTOCIN RECEPTOR,"HopkinsGroom,GO,dGene,GuideToPharmacologyGenes",G PROTEIN COUPLED RECEPTOR
OXTR,OXYTOCIN RECEPTOR,GO,DRUG RESISTANCE
GTF3C3,GENERAL TRANSCRIPTION FACTOR IIIC SUBUNIT 3,GO,TRANSCRIPTION FACTOR COMPLEX
GOPC,GOLGI ASSOCIATED PDZ AND COILED-COIL MOTIF CONTAINING,GO,TRANSPORTER
GOPC,GOLGI ASSOCIATED PDZ AND COILED-COIL MOTIF CONTAINING,GO,ION CHANNEL
OR5K3,OLFACTORY RECEPTOR FAMILY 5 SUBFAMILY K MEMBER 3,"dGene,HopkinsGroom",DRUGGABLE GENOME
OR5K3,OLFACTORY RECEPTOR FAMILY 5 SUBFAMILY K MEMBER 3,"dGene,HopkinsGroom,GO",G PROTEIN COUPLED RECEPTOR
TRPA1,TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL SUBFAMILY A MEMBER 1,GO,DRUG RESISTANCE
TRPA1,TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL SUBFAMILY A MEMBER 1,"GO,GuideToPharmacologyGenes",TRANSPORTER
TRPA1,TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL SUBFAMILY A MEMBER 1,"GO,GuideToPharmacologyGenes,BaderLabGenes,HopkinsGroom",ION CHANNEL
TRPA1,TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL SUBFAMILY A MEMBER 1,"HingoraniCasas,HopkinsGroom,RussLampel",DRUGGABLE GENOME
OR2W1,OLFACTORY RECEPTOR FAMILY 2 SUBFAMILY W MEMBER 1,"GO,dGene,HopkinsGroom",G PROTEIN COUPLED RECEPTOR
OR2W1,OLFACTORY RECEPTOR FAMILY 2 SUBFAMILY W MEMBER 1,"RussLampel,dGene,HopkinsGroom",DRUGGABLE GENOME
ADCY8,ADENYLATE CYCLASE 8,"HopkinsGroom,RussLampel",DRUGGABLE GENOME
ADCY8,ADENYLATE CYCLASE 8,GO,KINASE
POU3F1,POU CLASS 3 HOMEOBOX 1,GO,TRANSCRIPTION FACTOR COMPLEX
SORL1,SORTILIN RELATED RECEPTOR 1,GO,PROTEASE
SORL1,SORTILIN RELATED RECEPTOR 1,GO,NEUTRAL ZINC METALLOPEPTIDASE
SORL1,SORTILIN RELATED RECEPTOR 1,GO,KINASE
SORL1,SORTILIN RELATED RECEPTOR 1,GO,SERINE THREONINE KINASE
CLDND1,CLAUDIN DOMAIN CONTAINING 1,GO,CELL SURFACE
REG3A,REGENERATING FAMILY MEMBER 3 ALPHA,HingoraniCasas,DRUGGABLE GENOME
RLN1,RELAXIN 1,HingoraniCasas,DRUGGABLE GENOME
RLN1,RELAXIN 1,GO,HORMONE ACTIVITY
PIK3R4,PHOSPHOINOSITIDE-3-KINASE REGULATORY SUBUNIT 4,"GuideToPharmacologyGenes,GO",KINASE
PIK3R4,PHOSPHOINOSITIDE-3-KINASE REGULATORY SUBUNIT 4,"GuideToPharmacologyGenes,GO",SERINE THREONINE KINASE
PIK3R4,PHOSPHOINOSITIDE-3-KINASE REGULATORY SUBUNIT 4,"GuideToPharmacologyGenes,dGene",PHOSPHATIDYLINOSITOL 3 KINASE
PIK3R4,PHOSPHOINOSITIDE-3-KINASE REGULATORY SUBUNIT 4,GO,LIPID KINASE
PIK3R4,PHOSPHOINOSITIDE-3-KINASE REGULATORY SUBUNIT 4,GO,TUMOR SUPPRESSOR
PIK3R4,PHOSPHOINOSITIDE-3-KINASE REGULATORY SUBUNIT 4,"dGene,HingoraniCasas,RussLampel",DRUGGABLE GENOME
RNASEH2B,RIBONUCLEASE H2 SUBUNIT B,GO,TUMOR SUPPRESSOR
RCHY1,RING FINGER AND CHY ZINC FINGER DOMAIN CONTAINING 1,GO,DNA REPAIR
TCF15,TRANSCRIPTION FACTOR 15,GO,TRANSCRIPTION FACTOR COMPLEX
PLA2G10,PHOSPHOLIPASE A2 GROUP X,"GO,GuideToPharmacologyGenes,HopkinsGroom",PHOSPHOLIPASE
PLA2G10,PHOSPHOLIPASE A2 GROUP X,GuideToPharmacologyGenes,LIPASE
PLA2G10,PHOSPHOLIPASE A2 GROUP X,"RussLampel,HopkinsGroom,HingoraniCasas",DRUGGABLE GENOME
CNTF,CILIARY NEUROTROPHIC FACTOR,HingoraniCasas,DRUGGABLE GENOME
CNTF,CILIARY NEUROTROPHIC FACTOR,GO,GROWTH FACTOR
CTRC,CHYMOTRYPSIN C,"HopkinsGroom,GO,GuideToPharmacologyGenes,dGene",PROTEASE
CTRC,CHYMOTRYPSIN C,"HopkinsGroom,HingoraniCasas,dGene,RussLampel",DRUGGABLE GENOME
NOTCH1,NOTCH 1,"CarisMolecularIntelligence,MskImpact,FoundationOneGenes",CLINICALLY ACTIONABLE
NOTCH1,NOTCH 1,HingoraniCasas,DRUGGABLE GENOME
NOTCH1,NOTCH 1,GO,CELL SURFACE
FCGR1A,FC FRAGMENT OF IGG RECEPTOR IA,HingoraniCasas,DRUGGABLE GENOME
RUBCN,RUN AND CYSTEINE RICH DOMAIN CONTAINING BECLIN 1 INTERACTING PROTEIN,GO,LIPID KINASE
RUBCN,RUN AND CYSTEINE RICH DOMAIN CONTAINING BECLIN 1 INTERACTING PROTEIN,GO,KINASE
ABCG8,ATP BINDING CASSETTE SUBFAMILY G MEMBER 8,"GO,GuideToPharmacologyGenes",TRANSPORTER
ABCG8,ATP BINDING CASSETTE SUBFAMILY G MEMBER 8,"GO,GuideToPharmacologyGenes",ABC TRANSPORTER
ABCG8,ATP BINDING CASSETTE SUBFAMILY G MEMBER 8,GO,DRUG RESISTANCE
ABCG8,ATP BINDING CASSETTE SUBFAMILY G MEMBER 8,RussLampel,DRUGGABLE GENOME
CLK1,CDC LIKE KINASE 1,"RussLampel,HopkinsGroom,dGene,HingoraniCasas",DRUGGABLE GENOME
CLK1,CDC LIKE KINASE 1,"GuideToPharmacologyGenes,GO",TYROSINE KINASE
CLK1,CDC LIKE KINASE 1,"GuideToPharmacologyGenes,HopkinsGroom,GO",KINASE
CLK1,CDC LIKE KINASE 1,"GuideToPharmacologyGenes,dGene,GO",SERINE THREONINE KINASE
FGF17,FIBROBLAST GROWTH FACTOR 17,GO,KINASE
FGF17,FIBROBLAST GROWTH FACTOR 17,GO,TYROSINE KINASE
FGF17,FIBROBLAST GROWTH FACTOR 17,GO,GROWTH FACTOR
